English,Hebrew
cinnamon ,קינמון
syd ,syd
referee ,שׁוֹפֵט
threshold ,מפתן
civilisation ,תַרְבּוּת
sensor ,חיישן
tends ,נוטה
louisa ,לואיזה
savages ,פראי
emil ,אמיל
torpedo ,לְטַרפֵּד
ere ,א '
housewife ,עֲקֶרֶת הַבַּיִת
tours ,סיורים
fossil ,מְאוּבָּן
replied ,השיב
abdomen ,בֶּטֶן
soak ,לְהַשְׁרוֹת
contestants ,מתמודדים
stretching ,מְתִיחָה
princes ,נסיכים
hoffman ,הופמן
truman ,טרומן
bumps ,bumps
educational ,חינוך
outfits ,תלבושות
resurrection ,תְקוּמָה
latte ,טטה
huang ,הווונג
politically ,פוליטית
pratt ,פראט
whoosh ,וווש
françois ,פרנסואה
ds ,ds.
wiser ,חכם יותר
rejection ,דְחִיָה
clutch ,מַצְמֵד
fusion ,היתוך
j.j. ,j.j.
gloomy ,קודר
madly ,מטורף
cambridge ,קמברידג '
cocktails ,קוקטיילים
lighthouse ,מִגדַלוֹר
treatments ,טיפולים
chronic ,כְּרוֹנִי
fluids ,נוזלים
deleted ,נמחק
sustain ,לִתְמוֹך
stanford ,סטנפורד
ahmed ,אחמד
couid ,couid
buyers ,קונים
valet ,חַדרָן
darius ,דאריוס
nobel ,נובל
sank ,סאנק
southeast ,דְרוֹם מִזְרָח
condemn ,לְגַנוֹת
resemblance ,דִמיוֹן
suicidal ,הִתאַבְּדוּתִי
wed ,היינו עושים
packages ,חבילות
taped ,מוקלט
avatar ,גִלגוּל
wireless ,אַלחוּט
paddle ,מָשׁוֹט
lice ,כִּנִים
tablets ,טבליות
spreads ,מרווחים
itch ,גירוד
gibberish ,ג'יבריש
ingredient ,מַרכִּיב
emilio ,אמיליו
prevented ,מנע
withdrawal ,נְסִיגָה
porno ,פּוֹרנוֹגרַפִיָה
pry ,לְחַטֵט
sexuality ,מִינִיוּת
br ,br
vinnie ,ויני
oh-oh ,הו הו
considerate ,מִתחַשֵׁב
sovereign ,שָׁלִיט
pas ,אָסוּר
voicemail ,וויקמיל
é ,é
cadet ,צוֹעֵר
clarify ,להבהיר
immature ,לֹא מְפוּתָח
t-shirts ,חולצות טריקו
marguerite ,מרגריט
banished ,גירוש
chemo ,כימו
nicki ,ניקי
dairy ,מַחלָבָה
attach ,לְצַרֵף
murdock ,מרדוק
sliding ,הַחלָקָה
spectacle ,מַחֲזֶה
pushes ,דוחף
yin ,יין
delusional ,הוזה
allegiance ,אֱמוּנִים
slope ,מִדרוֹן
pooja ,פוק'ה
awareness ,מוּדָעוּת
jed ,ג 'ודל
decker ,דיקקר
dino ,דינו
roaming ,נדידה
shores ,חופי
l`m ,l`m
competitors ,מתחרים
tomas ,תומס
overreacting ,overreacting.
observing ,צופה
paste ,לְהַדבִּיק
wits ,wits
fiery ,לוֹהֵט
typically ,בדרך כלל
eclipse ,ליקוי חמה
produces ,מייצרת
oysters ,צדפות
scraping ,גְרִידָה
pros ,-
impose ,לֶאֱכוֹף
revenue ,הַכנָסָה
alabama ,אלבמה
departed ,עזבתי
user ,מִשׁתַמֵשׁ
cracker ,מַציָה
hu ,hu
undoubtedly ,בְּלִי סָפֵק
arnie ,ארני
mozart ,ממוזרט
dent ,שֶׁקַע
charmed ,קָסוּם
spiral ,סְלִילִי
scans ,סורק
hmmm ,המממ
ka ,קעה
louisiana ,לואיזיאנה
rumour ,שְׁמוּעָה
kirsten ,קירסטן
touchdown ,מגע
nadine ,נדין
posh ,מְהוּדָר
correction ,תיקון
mornin ,mornin
chubby ,שְׁמַנמַן
manifest ,לְהַפְגִין
safest ,הבטוחה ביותר
steroids ,סטֵרֵאוֹדִים
fleeing ,בריחה
genie ,גוני
dakota ,דקוטה
witchcraft ,כישוף
sí ,סִי
archives ,אַרְכִיוֹן
trance ,טְרַנס
symphony ,סִימפוֹנִיָה
traumatic ,טְרַאוּמָטִי
rocco ,רוקו
skipping ,דילוג
frequent ,תָכוּף
modeling ,דוּגמָנוּת
sporting ,ספּוֹרטִיבִי
affecting ,משפיע
spacecraft ,חללית
negotiation ,מַשָׂא וּמַתָן
talbot ,טלבוט
reno ,רינו
benton ,כפוף על
calculate ,לחשב
fiddle ,כוונון
sails ,מפרשים
stein ,סטיין
persistent ,מַתְמִיד
despicable ,בזוי
bruise ,חבורה
salem ,סאלם
escapes ,בורח
mischief ,שׁוֹבְבוּת
mckay ,mckay
cupcakes ,קאפקייקס
brussels ,בריסל
arc ,קֶשֶׁת
ripper ,מרטש
ritchie ,ריצ'י
hara ,חארה
vitamins ,ויטמינים
cognac ,קוניאק
careers ,קריירה
sim ,סם
caps ,כובעים
imbecile ,מְטוּמטָם
steaks ,סטייקים
cove ,מִפרָץ
lair ,מִרבָּץ
directing ,נִתוּב
stepfather ,אבא חורג
slammed ,טריקו
viral ,נְגִיפִי
congregation ,עֵדָה
illinois ,אילינוי
helicopters ,מסוקים
coco ,קוֹקוֹ
crisp ,פָּרִיך
outrage ,שַׁעֲרוּרִיָה
flexible ,גָמִישׁ
goo ,גו
licking ,ליקוק
funk ,פַּחַד
ice-cream ,גלידה
prefers ,prefers.
tao ,טאו
captive ,שָׁבוּי
montreal ,מונטריאול
zen ,זן
cee ,cee
knuckles ,אצבעות
canteen ,מזנון
credibility ,אֲמִינוּת
disconnected ,מְנוּתָק
flats ,דירות
controversial ,שנוי במחלוקת
enthusiastic ,נלהב
janey ,ג'ייני
cork ,פְּקָק
priorities ,סדרי עדיפויות
acute ,חַד
icy ,קרחי
wormhole ,Wormhole.
flyer ,טַיָס
bladder ,שַׁלפּוּחִית הַשֶׁתֶן
caretaker ,מַשׁגִיחַ
pep ,זְרִיזוּת
roommates ,שותפים
programming ,תִכנוּת
grape ,עַנָב
astronauts ,אסטרונאוטים
drained ,סחוט
metallic ,מַתַכתִי
sergio ,סרג'יו
seldom ,לעתים רחוקות
destroys ,הורסת
riders ,רוכבים
poetic ,פִּיוּטִי
hacking ,פריצה
transported ,מועבר
contaminated ,מְזוֹהָם
duct ,בִּיב
dimensions ,ממדים
insensitive ,לֹא רָגִישׁ
echoes ,הדים
initiate ,לִיזוֹם
nonetheless ,בְּכָל זֹאת
emmett ,אממט
grinding ,שְׁחִיקָה
composition ,הרכב
adjourned ,נדחה
indulge ,לְפַנֵק
wrench ,מפתח ברגים
flaw ,פְּגָם
messiah ,מָשִׁיחַ
concluded ,סיכם
accustomed ,רָגִיל
napkin ,מַפִּית
s ,ס '
movin ,movin
i-it ,אני זה
doorway ,פֶּתַח
muddy ,בּוֹצִי
steph ,סטף
saturn ,שַׁבְתַאִי
intentionally ,בְּמֵזִיד
chiming ,צָנוּעַ
canned ,מְשׁוּמָר
appearing ,מופיעים
ballistics ,בַּלִיסטִיקָה
nicked ,ניקה
suction ,יְנִיקָה
hideout ,מַחֲבוֹא
startled ,מוּפתָע
replacing ,הַחלָפָה
solemn ,חֲגִיגִי
pillows ,כריות
submitted ,הוגשה
francesca ,פרנצ'סקה
override ,rodride.
carver ,גַלָף
lea ,לַאלה
mateo ,mateo.
mosquito ,יַתוּשׁ
fragrance ,נִיחוֹחַ
pennies ,פרוטות
detained ,נֶעצָר
meadow ,אָחוּ
chopping ,קִצוּץ
satellites ,לוויינים
cables ,כבלים
youngsters ,צעירים
needy ,נִזקָק
refugee ,פָּלִיט
luc ,ללק
whitey ,ווייבי
inhabitants ,תושבי
yun ,יְהוֹר
break-in ,לפרוץ
harassing ,הַטרָדָה
ro ,ro
interpretation ,פרשנות
il ,איל
burying ,curing
bree ,יֶתֶר
incomplete ,לא שלם
blimey ,בשר
titan ,עֲנָק
retard ,לְעַכֵּב
agatha ,אגתה
dilemma ,דִילֶמָה
mutt ,כְּלַבלָב
prominent ,בולט
temples ,מקדשים
hoover ,שׁוֹאֵב אָבָק
lindsey ,לינדסי
cesar ,סזר
temp ,טמפרטורה
consul ,קוֹנסוּל
hairdresser ,מעצבת שיער
planting ,שְׁתִילָה
drones ,"מזל""ט"
justified ,מוּצדָק
jensen ,ג'נסדן
stuffing ,מְלִית
norwegian ,נורבגי
dork ,דורק
stalling ,הִזדַקְרוּת
birthdays ,ימי הולדת
intimacy ,אִינטִימִיוּת
tucked ,tucked
examiner ,בּוֹחֵן
qualify ,זכאי
imminent ,מְמַשׁמֵשׁ וּבָא
masked ,מוּסוֶה
diesel ,דִיזֶל
meditation ,מֶדִיטָצִיָה
bulk ,תִפזוֹרֶת
allie ,אלי
prosecute ,לְהַעֲמִיד לָדִין
mumbles ,ממלמלים
defined ,מוּגדָר
oklahoma ,אוקלהומה
paw ,רֶגֶל
default ,בְּרִירַת מֶחדָל
crawled ,זחל
doughnuts ,סופגניות
margot ,מרגוט
haunting ,רדים
staircase ,מדרגות
advances ,מתקדמת
solutions ,פתרונות
plaster ,טִיחַ
proceedings ,הליכים
amends ,תיקונים
fraternity ,מִסדָר
freud ,פרויד
cannons ,תותחים
kendall ,קנדל
armored ,השריון
colonies ,תושבות
perez ,perez
birdie ,צִפּוֹרָה
volcanic ,ווּלקָנִי
samson ,סאטן
cleopatra ,קליאופטרה
carve ,לגלף
fishermen ,דייגים
brink ,סַף
playin ,Playin
martian ,מרטית
hybrid ,היברידי
knockout ,נוקאוט
chunk ,חתיכה
constructed ,הוקם
confiscated ,מוּחרָם
interrogate ,לַחקוֹר
voyager ,נוֹסֵעַ
oprah ,אופרה
commerce ,מִסְחָר
t.j. ,t.j.
tasks ,משימות
precaution ,אמצעי זהירות
printer ,מדפסת
finishes ,גימורים
rossi ,רוסי
boob ,טֶמבֶּל
nagging ,נִדנוּד
stephens ,stephens
hag ,מְכַשֵׁפָה
skinner ,פּוֹשֵׁט עוֹר
lunchtime ,זמן ארוחת צהרים
imported ,מְיוֹבָּא
transcript ,תמליל
iife ,iife.
conceal ,לְהַסתִיר
holler ,לִצְעוֹק
chug ,לְטַרטֵר
silas ,סילאס
paranoia ,פָּרָנוֹיָה
compelled ,נאלץ
styles ,סגנונות
airborne ,מוֹטָס
sentiment ,רֶגֶשׁ
syria ,סוּריָה
pea ,אֲפוּנָה
babysitting ,שמרטפות
improving ,שיפור
hare ,אַרנֶבֶת
connects ,מחבר
withdrawn ,תוקרה
staged ,מְבוּיָם
englishman ,אנגלית
hopkins ,הופקינס
pumps ,משאבות
admirable ,ראוי להערצה
vouch ,לַעֲרוֹב
indicated ,מצוין
reviews ,ביקורות
kristen ,קריסטן
yuki ,יוקי
vey ,וואי
trivial ,קַטנוּנִי
parcel ,חֲבִילָה
scroll ,גְלִילָה
desired ,הרצוי
appealing ,מושך
weighed ,שקל
l ,-
designated ,יָעוּדִי
bubba ,בובה
imprisonment ,מַאֲסָר
ferris ,פריס
fleming ,פלמינג
cooling ,הִתקָרְרוּת
containing ,מֵכִיל
giles ,גיילס
impressions ,הוֹפָעָה
advantages ,היתרונות
cartwright ,קארטרייט
uncertain ,לֹא בָּטוּחַ
deliberate ,מְכוּוָן
anticipated ,צָפוּי
isolate ,לְבוּדֵד
tighten ,לְהַדֵק
corporations ,תאגידים
petra ,פטרה
venue ,מָקוֹם מִפגָשׁ
irritating ,מְעַצבֵּן
revolt ,מֶרֶד
whatcha ,whatcha
lunar ,יְרֵחִי
rightful ,יָפֶה
bombers ,מתבודד
southwest ,דְרוֹם מַעֲרָב
maine ,מין
marvel ,פֶּלֶא
chained ,כָּבוּל
colder ,קר יותר
tit ,פִּטמָה
snooping ,חַטְטָנוּת
trunks ,מִכנְסֵי שְׂחִיָה
sully ,לְהַכפִּישׁ
excused ,ללא שם:
seduced ,פיתה
communicating ,תקשורת
beams ,קורות
bloodshed ,שפיכות דמים
offender ,-
offspring ,צֶאֱצָאִים
monstrous ,מִפלַצתִי
bruising ,סימון
we- ,אָנוּ-
doorman ,שׁוֹעֵר
prohibited ,אָסוּר
props ,-
penetrate ,לַחדוֹר
intervene ,להתערב
tobias ,טוביאס
osaka ,אוסקה
aiden ,אידן
niggers ,niggers
cairo ,קהיר
jonny ,ג 'וני
patriot ,פַּטרִיוֹט
bowls ,כַּדוֹרֶת
rufus ,רופוס
barton ,ברטון
surgeons ,מנות
pits ,בורות
infamous ,מְתוֹעָב
crooks ,נוכלים
shag ,shag
lettuce ,חסה
exaggerating ,מגזים
inferior ,נָחוּת
zac ,זאק
foryou ,בשבילך
boredom ,שעמום
amos ,עמוס
tolerance ,סוֹבלָנוּת
cashier ,קופאית
polls ,סקרים
caliber ,קָלִיבֶּר
underpants ,תַחתוֹנִים
katy ,קיטי
seller ,מוֹכֵר
sensed ,מרגיש
vertical ,אֲנָכִי
dart ,חץ
sections ,מקטעים
zipper ,רוכסן
gabby ,gabby
shankar ,shankar
acceptance ,קַבָּלָה
traveler ,נוֹסֵעַ
timeline ,ציר זמן
emerald ,בַּרֶקֶת
gays ,הומואים
pc ,מחשב
hassle ,טִרחָה
thrilling ,מרגש
hopeful ,תָוְחוֹל
stokes ,סטוקס
sneakers ,נעלי ספורט
conditioning ,הַתנָיָה
supporters ,תומכים
rodriguez ,רודריגוז
teal ,ירוק כחלחל
insults ,-
instruction ,הוראה
flipping ,הוֹלֵל
th ,th
clatter ,שִׁקשׁוּק
flaming ,לוֹהֵט
freight ,הוֹבָלָה
representatives ,נציגים
invitations ,הזמנות
undressed ,מתפשטת
lucille ,לוסיל
boiler ,דוּד
edo ,אדו
uneasy ,לֹא נוֹחַ
oneself ,עַצמוֹ
alfredo ,אלפרדו
benedict ,בנדיקט
davey ,davey
davies ,דייויס
efficiency ,יְעִילוּת
that`s ,זה
gomez ,גומז
yelps ,יילפס
counterfeit ,מְזוּיָף
l-i ,L-I.
afterlife ,-
one-way ,דרך אחת
smiley ,סמיילי
twat ,twat.
eccentric ,תמהוני
wand ,שַׁרבִּיט
vi ,vi
memphis ,ממפיס
consume ,לִצְרוֹך
praised ,מְהוּלָל
formidable ,אדיר
luthor ,luthor
lesser ,קָטָן יוֹתֵר
gel ,לְהַגלִיד
surrendered ,נכנעו
chffff ,צ'פוף
welcomed ,ברכה
wendell ,wendell
tee ,tee.
launching ,הַשָׁקָה
cocksucker ,cocksucker
crores ,crores
downs ,downs
retiring ,פורש
spears ,חניתות
vikram ,ויקראם
authorization ,הרשאה
outsiders ,זרים
pancake ,פָנקֵייק
probability ,הִסתַבְּרוּת
accessory ,אבזר
peters ,פיטרס
deported ,גירוש
contrast ,בניגוד
hooks ,הוקס
remarks ,הערות
liaison ,קֶשֶׁר
blokes ,בלוקים
crater ,מַכְתֵשׁ
distribute ,לְהָפִיץ
vocalizing ,vocalized.
adele ,אדל
chiefs ,ראשי
photographed ,צולם
rehearsals ,חזרות
salvatore ,סלווטורה
whoop ,וופ
credits ,נקודות זכות
shalt ,shalt.
hup ,הוֹפָעָה
stability ,יַצִיבוּת
woken ,מתעוררת
stench ,צַחֲנָה
taps ,ברזים
flea ,פַּרעוֹשׁ
s-it ,לָשֶׁבֶת
compelling ,קוטף
dolores ,דולורס
strawberries ,תותים
allright ,בסדר
convictions ,הרשעות
hubby ,בַּעַל
self-esteem ,הערכה עצמית
threatens ,מאיים
suburbs ,פרברים
clocks ,שעונים
peacock ,טַוָס
bragging ,רַברְבָנִי
gabi ,גיי
hurrah ,הֶאָח
moo ,גְעִיָה
silently ,חֶרֶשׁ
subconscious ,תַת הַכָּרָתִי
fatso ,הָמוֹן
pluck ,לִקְטוֹף
reactions ,תגובות
lacks ,חסר
adolf ,אדולף
mira ,מירה
refined ,מְזוּקָק
lays ,הֵנָה
bungalow ,בּוּנגָלוֹ
surge ,לְהִתְנַחְשֵׁל
rd ,מחקר ופיתוח
practices ,נוהלי
precautions ,אמצעי זהירות
thanked ,הודה
jody ,ג'ודי
uranium ,אוּרָנִיוּם
carolyn ,קרולין
menace ,אִיוּם
ernesto ,ארנסטו
fractured ,סדוק
christie ,כריסטי
aka ,אקה
cone ,קוֹנוּס
sauna ,סָאוּנָה
extinction ,הַכחָדָה
randolph ,רנדולף
bonding ,קשר
equality ,שוויון
bourgeois ,בּוּרגָנִי
insert ,לְהַכנִיס
csi ,csi
kiki ,קיקי
teens ,בני נוער
downhill ,בְּמִדרוֹן
pedal ,פֵּדָל
levi ,לֵוִי
peru ,פרו
stables ,אורוות
irving ,אירווינג
buddhist ,בודהיסט
ambitions ,שאיפות
terrain ,פְּנֵי הַשֵׁטַח
turbo ,טורבו
hae ,הֵאֶה
screening ,סְרִיקָה
mu ,מו
riots ,riots
coaching ,אימון
explodes ,מתפוצץ
premature ,מוקדם מדי
lsn ,lsn
undone ,לבטל
qi ,צ 'י
communism ,קוֹמוּנִיזם
fitted ,מְצוּיָד
treacherous ,בּוֹגדָנִי
inspect ,לִבדוֹק
hurray ,הֶאָח
irresistible ,אין לעמוד בפניו
joanne ,ג'ואן
elias ,אליאס
northeast ,צְפוֹן מִזרָח
sparrow ,דְרוֹר
gypsies ,צוענים
performer ,שַׂחְקָן
brew ,לְהִתְבַּשֵׁל
well. ,נו.
titles ,כותרות
ingenious ,מְחוּכָּם
snapping ,snapping
turd ,צוֹאָה
challenger ,צ 'נגר
baghdad ,בגדאד
bulletin ,עָלוֹן
preview ,תצוגה מקדימה
jinx ,ג 'ינקס
immortality ,נֵצַח
recruits ,מתגייסים
andré ,אנדרה
ditched ,דוחה
tempt ,לפתות
procession ,תַהֲלוּכָה
eduardo ,אדוארדו
melon ,מֵלוֹן
weaknesses ,חולשות
aires ,איירס
knob ,כַּפתוֹר
domain ,תְחוּם
conclude ,לְהַסִיק
dresser ,אָרוֹן בְּגָדִים
bao ,באו
berries ,גרגרים
straining ,סִנוּן
beads ,חרוזים
windy ,סוער
patent ,פָּטֶנט
merchants ,סוחרים
profitable ,מִשׁתַלֵם
ryder ,ryder
prisons ,בַּעֲלָנוּת
salvage ,לְהַצִיל
mentioning ,הַזכָּרָה
lass ,בַּחוּרָה
tox ,טוקס
sonja ,סוניה
poof ,הוֹצָאוֹת
productive ,פּרוּדוּקטִיבִי
hosting ,אירוח
doth ,דודה
ewing ,eWing
derby ,דרבי
goldfish ,דג זהב
capitol ,קפיטול
leisure ,פְּנַאִי
buff ,לְהַברִיק
illusions ,אשליות
